SampleID	Type	Group
Lysinibacillus_alkalisoli	Motility	group1
Lacimicrobium_alkaliphilum	Motility	group1
Paraburkholderia_tropica	Motility	group1
Agarivorans_aestuarii	Motility	group1
Alkalihalobacillus_hemicellulosilyticus_JCM_9152	Motility	group1
Pontibacillus_salipaludis	Motility	group1
Dissulfurirhabdus_thermomarina	Motility	group1
Pseudoalteromonas_arabiensis	Motility	group1
Cronobacter_malonaticus_LMG_23826	Motility	group1
Natribacillus_halophilus	Motility	group1
Pseudomonas_cuatrocienegasensis	Motility	group1
Domibacillus_epiphyticus	Motility	group1
Pseudohongiella_nitratireducens	Motility	group1
Aurantimonas_endophytica	Motility	group1
Virgibacillus_necropolis	Motility	group1
Fusibacter_tunisiensis	Motility	group1
Rhizobium_tubonense	Motility	group1
Aliagarivorans_marinus_DSM_23064	Motility	group1
Microbulbifer_thermotolerans	Motility	group1
Aliarcobacter_skirrowii_CCUG_10374	Motility	group1
Paraburkholderia_terrae_NBRC_100964	Motility	group1
Halomonas_caseinilytica	Motility	group1
Hirschia_maritima_DSM_19733	Motility	group1
Marivibrio_halodurans	Motility	group1
Chelatococcus_composti	Motility	group1
Allobacillus_halotolerans	Motility	group1
Mixta_calida	Motility	group1
Paracoccus_chinensis	Motility	group1
Neiella_marina	Motility	group1
Pusillimonas_noertemannii	Motility	group1
Pandoraea_apista	Motility	group1
Methylobacterium_oxalidis	Motility	group1
Halomonas_litopenaei	Motility	group1
Comamonas_kerstersii	Motility	group1
Metabacillus_halosaccharovorans	Motility	group1
Brevundimonas_basaltis	Motility	group1
Shimia_isoporae	Motility	group1
Bordetella_avium	Motility	group1
Paenibacillus_aceti	Motility	group1
Bacillus_siamensis_KCTC_13613	Motility	group1
Schlesneria_paludicola_DSM_18645	Motility	group1
Siminovitchia_terrae	Motility	group1
Aquamicrobium_aerolatum_DSM_21857	Motility	group1
Campylobacter_canadensis	Motility	group1
Paraburkholderia_diazotrophica	Motility	group1
Treponema_rectale	Motility	group1
Mixta_gaviniae	Motility	group1
Lederbergia_galactosidilyticus	Motility	group1
Phyllobacterium_endophyticum	Motility	group1
Jannaschia_pohangensis	Motility	group1
Alishewanella_tabrizica	Motility	group1
Dickeya_dianthicola_NCPPB_453	Motility	group1
Xanthomonas_nasturtii	Motility	group1
Sediminibacillus_halophilus	Motility	group1
Duganella_ginsengisoli	Motility	group1
Allochromatium_humboldtianum	Motility	group1
Alishewanella_longhuensis	Motility	group1
Paenibacillus_prosopidis	Motility	group1
Mangrovibacter_plantisponsor	Motility	group1
Marinitoga_litoralis	Motility	group1
Massilia_dura	Motility	group1
Sulfuritortus_calidifontis	Motility	group1
Vibrio_atypicus	Motility	group1
Alteromonas_genovensis	Motility	group1
Brenneria_sp._CFCC_11842	Motility	group1
Nisaea_denitrificans_DSM_18348	Motility	group1
Olleya_namhaensis	Motility	group1
Achromobacter_deleyi	Motility	group1
Proteiniphilum_acetatigenes_DSM_18083	Motility	group1
Fictibacillus_solisalsi	Motility	group1
Achromobacter_agilis	Motility	group1
Pelagibius_litoralis	Motility	group1
Evansella_cellulosilytica_DSM_2522	Motility	group1
Mesorhizobium_silamurunense	Motility	group1
Halomonas_daqingensis	Motility	group1
Phaeovibrio_sulfidiphilus	Motility	group1
Exiguobacterium_undae	Motility	group1
Agromyces_aureus	Motility	group1
Desulfohalobium_retbaense_DSM_5692	Motility	group1
Nisaea_nitritireducens	Motility	group1
Paracandidimonas_soli	Motility	group1
Oceanobacillus_chungangensis	Motility	group1
Paraburkholderia_piptadeniae	Motility	group1
Aquimarina_mytili	Motility	group1
Perlucidibaca_piscinae_DSM_21586	Motility	group1
Pedobacter_westerhofensis	Motility	group1
Brevibacterium_album_DSM_18261	Motility	group1
Halolactibacillus_miurensis	Motility	group1
Desulfonatronovibrio_hydrogenovorans_DSM_9292	Motility	group1
Helicobacter_fennelliae	Motility	group1
Anaerosporobacter_mobilis_DSM_15930	Motility	group1
Paenibacillus_xerothermodurans	Motility	group1
Marinobacter_hydrocarbonoclasticus_ATCC_49840	Motility	group1
Eoetvoesia_caeni	Motility	group1
Mariniflexile_gromovii	Motility	group1
Gottfriedia_solisilvae	Motility	group1
Aeromonas_popoffii	Motility	group1
Pandoraea_norimbergensis	Motility	group1
Thalassobacter_stenotrophicus	Motility	group1
Roseovarius_pacificus	Motility	group1
Neobacillus_soli_NBRC_102451	Motility	group1
Croceicoccus_mobilis	Motility	group1
Alkalitalea_saponilacus	Motility	group1
Marinomonas_polaris_DSM_16579	Motility	group1
Massilia_buxea	Motility	group1
Flavobacterium_chilense	Motility	group1
Roseomonas_aerophila	Motility	group1
Planococcus_plakortidis	Motility	group1
Nevskia_soli_DSM_19509	Motility	group1
Oleibacter_marinus	Motility	group1
Massilia_violacea	Motility	group1
Gracilibacillus_ureilyticus	Motility	group1
Salinisphaera_halophila_YIM_95161	Motility	group1
Brucella_anthropi_ATCC_49188	Motility	group1
Tepidimicrobium_xylanilyticum	Motility	group1
Siccibacter_turicensis_LMG_23730	Motility	group1
Parasphingorhabdus_marina_DSM_22363	Motility	group1
Marinobacter_antarcticus	Motility	group1
Desulfopila_aestuarii_DSM_18488	Motility	group1
Xanthomarina_spongicola	Motility	group1
Pseudomonas_guariconensis	Motility	group1
Kinneretia_asaccharophila	Motility	group1
Pseudovibrio_denitrificans	Motility	group1
Mobiluncus_mulieris_ATCC_35243	Motility	group1
Shinella_fusca	Motility	group1
Alcanivorax_dieselolei	Motility	group1
Halomonas_subterranea	Motility	group1
Massilia_niastensis_DSM_21313	Motility	group1
Brevibacillus_nitrificans	Motility	group1
Pararhizobium_antarcticum	Motility	group1
Klenkia_taihuensis	Motility	group2
Paenibacillus_marchantiophytorum	Motility	group2
Oceanihabitans_sediminis	Motility	group2
Bosea_thiooxidans	Motility	group2
Kineococcus_xinjiangensis	Motility	group2
Gramella_echinicola_DSM_19838	Motility	group2
Gottschalkia_purinilytica	Motility	group2
Niveibacterium_umoris	Motility	group2
Brevundimonas_lenta	Motility	group2
Ideonella_azotifigens	Motility	group2
Saccharibacillus_kuerlensis	Motility	group2
Marinobacter_mobilis	Motility	group2
Sediminibacillus_albus	Motility	group2
Oceanotoga_teriensis	Motility	group2
Microbacterium_luticocti_DSM_19459	Motility	group2
Hafnia_paralvei_ATCC_29927	Motility	group2
Gaetbulibacter_saemankumensis_DSM_17032	Motility	group2
Exiguobacterium_marinum_DSM_16307	Motility	group2
Tenacibaculum_adriaticum	Motility	group2
Tenacibaculum_lutimaris	Motility	group2
Oceanobacillus_sp._YIM_98839	Motility	group2
Thermovirga_lienii_DSM_17291	Motility	group2
Marinobacter_segnicrescens	Motility	group2
Brevundimonas_nasdae	Motility	group2
Microbacterium_hydrocarbonoxydans_NBRC_103074	Motility	group2
Longirhabdus_pacifica	Motility	group2
Parasphingopyxis_lamellibrachiae	Motility	group2
Cellulomonas_fimi_ATCC_484	Motility	group2
Marinococcus_halotolerans_DSM_16375	Motility	group2
Thioclava_pacifica_DSM_10166	Motility	group2
Silvimonas_iriomotensis	Motility	group2
Spirosoma_rigui	Motility	group2
Pantoea_rodasii	Motility	group2
Paenibacillus_anaericanus	Motility	group2
Pseudoxanthobacter_soli_DSM_19599	Motility	group2
Vibrio_splendidus	Motility	group2
Paenibacillus_glacialis	Motility	group2
Thalassotalea_profundi	Motility	group2
Celerinatantimonas_diazotrophica	Motility	group2
Thiorhodococcus_mannitoliphagus	Motility	group2
Cellulomonas_soli	Motility	group2
Gilvimarinus_chinensis_DSM_19667	Motility	group2
Mesorhizobium_sangaii	Motility	group2
Pseudoalteromonas_neustonica	Motility	group2
Virgibacillus_salexigens	Motility	group2
Phorcysia_thermohydrogeniphila	Motility	group2
Salinivibrio_proteolyticus	Motility	group2
Neobacillus_soli	Motility	group2
Ferrimicrobium_acidiphilum_DSM_19497	Motility	group2
Aquimarina_brevivitae	Motility	group2
Photobacterium_ganghwense	Motility	group2
Shewanella_carassii	Motility	group2
Hydrogenophaga_taeniospiralis_CCUG_15921	Motility	group2
Arenitalea_lutea	Motility	group2
Campylobacter_volucris	Motility	group2
Pseudoxanthomonas_mexicana	Motility	group2
Alkalihalobacillus_nanhaiisediminis	Motility	group2
Planococcus_donghaensis	Motility	group2
Sphingobium_limneticum	Motility	group2
Marinobacterium_lutimaris	Motility	group2
Paenibacillus_sophorae	Motility	group2
Balnearium_lithotrophicum	Motility	group2
Xenorhabdus_ishibashii	Motility	group2
Rhodoblastus_sphagnicola	Motility	group2
Flammeovirga_kamogawensis	Motility	group2
Mesorhizobium_muleiense	Motility	group2
Skermanella_rosea	Motility	group2
Siminovitchia_thermophila	Motility	group2
Leisingera_caerulea_DSM_24564	Motility	group2
Anaerosolibacter_carboniphilus	Motility	group2
Aminiphilus_circumscriptus_DSM_16581	Motility	group2
Neobacillus_notoginsengisoli	Motility	group2
Vibrio_gigantis	Motility	group2
Devosia_psychrophila	Motility	group2
Amphibacillus_marinus	Motility	group2
Alteromonas_lipolytica	Motility	group2
Georgenia_thermotolerans	Motility	group2
Shewanella_saliphila	Motility	group2
Spirochaeta_cellobiosiphila_DSM_17781	Motility	group2
Paenibacillus_tritici	Motility	group2
Vibrio_spartinae	Motility	group2
Paenibacillus_xylanilyticus	Motility	group2
Planosporangium_flavigriseum	Motility	group2
Cellulomonas_carbonis	Motility	group2
Pseudomonas_peli	Motility	group2
Anaerobranca_californiensis_DSM_14826	Motility	group2
Mesorhizobium_caraganae	Motility	group2
Weizmannia_acidiproducens_DSM_23148	Motility	group2
Desulfurispora_thermophila_DSM_16022	Motility	group2
Rhodobacter_aestuarii	Motility	group2
Geodermatophilus_ruber	Motility	group2
Sphingosinicella_microcystinivorans	Motility	group2
Mariniflexile_fucanivorans	Motility	group2
Paramaledivibacter_caminithermalis_DSM_15212	Motility	group2
Marinobacter_zhejiangensis	Motility	group2
Pantoea_allii	Motility	group2
Roseibium_sediminis	Motility	group2
Moorella_humiferrea	Motility	group2
Bacillus_mangrovi	Motility	group2
Lysobacter_ruishenii	Motility	group2
Virgibacillus_litoralis	Motility	group2
Succinispira_mobilis_DSM_6222	Motility	group2
Caldibacillus_debilis_DSM_16016	Motility	group2
Agathobaculum_desmolans_ATCC_43058	Motility	group2
Borreliella_californiensis	Motility	group2
Hydrogenovibrio_kuenenii_DSM_12350	Motility	group2
Delftia_tsuruhatensis_NBRC_16741	Motility	group2
Achromobacter_kerstersii	Motility	group2
Flavobacterium_cutihirudinis	Motility	group2
Aquisalinus_flavus	Motility	group2
Filimonas_lacunae	Motility	group2
Virgibacillus_subterraneus	Motility	group2
Saliterribacillus_persicus	Motility	group2
Alkalihalobacillus_akibai_JCM_9157	Motility	group2
Neptunomonas_japonica_DSM_18939	Motility	group2
Sanguibacter_antarcticus	Motility	group2
Thorsellia_anophelis_DSM_18579	Motility	group2
Aquimarina_muelleri	Motility	group2
Azospirillum_picis	Motility	group2
Flavobacterium_psychroterrae	Motility	group2
Paenibacillus_radicis	Motility	group2
Halomonas_andesensis	Motility	group2
Salinimicrobium_marinum	Motility	group2
Sinomicrobium_oceani	Motility	group2
Tibeticola_sediminis	Motility	group2
Bosea_robiniae	Motility	group2
Meinhardsimonia_xiamenensis	Motility	group2
Halomonas_lutea_DSM_23508	Motility	group2
Ureibacillus_manganicus_DSM_26584	Motility	group2
Paenibacillus_nanensis	Motility	group2
Devosia_submarina	Motility	group2
Salinihabitans_flavidus	Motility	group2
Malaciobacter_mytili_LMG_24559	Motility	group2
Gluconacetobacter_aggeris	Motility	group2
Halobacillus_andaensis	Motility	group2
Arenibacter_palladensis	Motility	group2
Pseudomonas_panipatensis	Motility	group2
Marinobacterium_litorale_DSM_23545	Motility	group2
Shewanella_fodinae	Motility	group2
Pseudovibrio_ascidiaceicola	Motility	group2
Oceanibaculum_pacificum	Motility	group2
Deefgea_rivuli_DSM_18356	Motility	group2
Marinobacter_daepoensis_DSM_16072	Motility	group2
Hydrogenovibrio_halophilus_DSM_15072	Motility	group2
Treponema_caldarium_DSM_7334	Motility	group2
Pelagerythrobacter_marensis	Motility	group2
Shewanella_inventionis	Motility	group2
Aureimonas_endophytica	Motility	group2
Nocardioides_perillae	Motility	group2
Pararhodospirillum_oryzae	Motility	group2
Cellulosilyticum_lentocellum_DSM_5427	Motility	group2
Maribacter_stanieri	Motility	group2
Exiguobacterium_antarcticum_DSM_14480	Motility	group2
Aquitalea_magnusonii	Motility	group2
Salsuginibacillus_kocurii_DSM_18087	Motility	group2
Pseudomonas_marincola	Motility	group2
Blastomonas_marina	Motility	group2
Methylobacterium_tarhaniae	Motility	group2
Asaia_siamensis	Motility	group2
Microbacterium_invictum	Motility	group2
Rhizobium_oryzae	Motility	group2
Colwellia_chukchiensis	Motility	group2
Bacillus_velezensis	Motility	group2
Afipia_massiliensis	Motility	group2
Salinicola_salarius	Motility	group2
Marinobacterium_profundum	Motility	group2
Dickeya_zeae_NCPPB_2538	Motility	group2
Acetobacter_fabarum	Motility	group2
Aeromonas_rivuli	Motility	group2
Herbaspirillum_aquaticum	Motility	group2
Winogradskyella_echinorum	Motility	group2
Amphritea_atlantica	Motility	group2
Siminovitchia_farraginis	Motility	group2
Jannaschia_seosinensis	Motility	group2
Ekhidna_lutea	Motility	group2
Marinimicrobium_koreense	Motility	group2
Pseudomonas_flexibilis	Motility	group2
Rhizobium_fabae	Motility	group2
Roseateles_depolymerans	Motility	group2
Echinicola_pacifica_DSM_19836	Motility	group2
Aliiroseovarius_crassostreae	Motility	group2
Elioraea_tepidiphila_DSM_17972	Motility	group2
Paraburkholderia_rhynchosiae	Motility	group2
Brevundimonas_viscosa	Motility	group2
Halomonas_johnsoniae	Motility	group2
Pannonibacter_phragmitetus_DSM_14782	Motility	group2
Rummeliibacillus_stabekisii	Motility	group2
Burkholderia_dolosa	Motility	group2
Zobellia_laminariae	Motility	group2
Bacillus_vallismortis	Motility	group2
Paenibacillus_wynnii	Motility	group2
Afifella_pfennigii_DSM_17143	Motility	group2
Modestobacter_roseus	Motility	group2
Tropicibacter_naphthalenivorans	Motility	group2
Desulfosporosinus_hippei_DSM_8344	Motility	group2
Thermodesulfatator_atlanticus_DSM_21156	Motility	group2
Sutcliffiella_cohnii	Motility	group2
Daejeonella_lutea	Motility	group2
Pusillimonas_ginsengisoli	Motility	group2
Delftia_lacustris	Motility	group2
Paenibacillus_baekrokdamisoli	Motility	group2
Malaciobacter_halophilus	Motility	group2
Pseudomonas_oceani	Motility	group2
Methylobacterium_aquaticum	Motility	group2
Spongiibacter_marinus	Motility	group2
Gracilibacillus_lacisalsi_DSM_19029	Motility	group2
Malaciobacter_marinus	Motility	group2
Aquimarina_muelleri_DSM_19832	Motility	group2
Neobacillus_novalis_NBRC_102450	Motility	group2
Arthrobacter_sedimenti	Motility	group2
Xylophilus_rhododendri	Motility	group2
Stenotrophomonas_daejeonensis	Motility	group2
Anoxybacillus_tengchongensis	Motility	group2
Bacillus_atrophaeus_NBRC_15539	Motility	group2
Peptoclostridium_litorale_DSM_5388	Motility	group2
Saccharibacillus_kuerlensis_DSM_22868	Motility	group2
Alkalicoccus_daliensis	Motility	group2
Pantoea_vagans	Motility	group2
Halobacillus_aidingensis	Motility	group2
Peribacillus_butanolivorans	Motility	group2
Pseudoalteromonas_lipolytica	Motility	group2
Acetobacter_oeni	Motility	group2
Aeromonas_australiensis	Motility	group2
Algisphaera_agarilytica	Motility	group2
Anaerocolumna_jejuensis_DSM_15929	Motility	group2
Filimonas_zeae	Motility	group2
Maridesulfovibrio_frigidus_DSM_17176	Motility	group2
Marinomonas_balearica	Motility	group2
Marinitoga_hydrogenitolerans_DSM_16785	Motility	group2
Asticcacaulis_taihuensis	Motility	group2
Patulibacter_americanus_DSM_16676	Motility	group2
Fictibacillus_halophilus	Motility	group2
Planomicrobium_glaciei	Motility	group2
Bacillus_iocasae	Motility	group2
Roseivirga_thermotolerans	Motility	group2
Saccharospirillum_salsuginis	Motility	group2
Desulfocurvus_vexinensis_DSM_17965	Motility	group2
Halothiobacillus_neapolitanus	Motility	group2
